"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0032405",79.7746798752039,2.67537466400729,0.239609304257981,11.1655708541551,6.01038452735632e-29,2.22602786949542e-26
"FBgn0052407",187.190865037436,-2.19985888892909,0.197857711170247,-11.1183884414604,1.02099551736167e-28,3.61698759802733e-26
"FBgn0023479",3095.99677266267,-1.523923840685,0.140559149458885,-10.8418686834098,2.1797255762398e-27,7.4001683313341e-25
"FBgn0001224",599.953031415688,1.48827772450853,0.143203833738682,10.392722636353,2.67603134265499e-25,8.72172135198114e-23
"FBgn0034010",547.911351860327,-1.44975294034277,0.140250675832028,-10.3368695497701,4.7996044181825e-25,1.50412218459042e-22
"FBgn0063649",646.856243842778,-1.30689316835377,0.127062526831842,-10.2854334864862,8.19723775186196e-25,2.47374419267301e-22
"FBgn0026562",43968.1633683911,-2.36142435781762,0.229718746315103,-10.2796327931307,8.70586547935778e-25,2.53340685449311e-22
"FBgn0003748",1097.64776842102,1.07554072565993,0.10487876494029,10.2550857294349,1.1227632816847e-24,3.1545776617817e-22
"FBgn0039109",475.87168447919,-1.30073032137472,0.130292568260049,-9.9831505261191,1.80638230192725e-23,4.9061343320344e-21
"FBgn0037754",269.833823499465,-2.33864586380144,0.234624069901172,-9.96762976955656,2.11208965817198e-23,5.55138920476944e-21
"FBgn0085359",68.606912559685,-4.9147282397956,0.497343536090383,-9.8819586124116,4.98489091373511e-23,1.2692778489098e-20
"FBgn0024315",92.1740042527914,-2.28405829915186,0.232220235127221,-9.83574191069329,7.89832779491031e-23,1.95016893554331e-20
"FBgn0024288",58.9187159271189,-4.58309947126815,0.466223287709904,-9.83026715327844,8.33972457069896e-23,1.99859046476633e-20
"FBgn0261552",5135.27700502623,-1.89434957399725,0.193628532555558,-9.78342163210734,1.32648704332788e-22,3.0880618368673e-20
"FBgn0050147",975.0583133446,-0.949661260157493,0.0982507700866462,-9.66568770219305,4.2177748083519e-22,9.54623031623648e-20
"FBgn0016715",151.050557641745,-1.97155820072384,0.204492281719793,-9.64123527862719,5.35397666961903e-22,1.1790324838934e-19
"FBgn0003137",4525.84216507279,0.920357496402349,0.0975641794342034,9.43335455430168,3.97178966089256e-21,8.51635319919805e-19
"FBgn0040099",911.033489030538,-1.77886549640392,0.191964825896276,-9.26662209130486,1.92134344903438e-20,4.0141298519826e-18
"FBgn0001226",1326.3517796574,1.72004785355943,0.188488399246513,9.12548390476745,7.14164865209196e-20,1.45475383043113e-17
"FBgn0037290",67.2315936466939,3.01341472700501,0.332806697495316,9.05454953185677,1.37132634249421e-19,2.72526025332752e-17
"FBgn0001225",421.001670605131,1.34981231567078,0.150776798303888,8.95238744193427,3.47875522706393e-19,6.74878514050402e-17
"FBgn0034751",16660.3063270202,-1.05955554609693,0.118739909893236,-8.92333122915134,4.52469005098274e-19,8.57376151986218e-17
"FBgn0039257",522.505088653238,-1.05034912702071,0.11888496749819,-8.83500369411046,1.00094951625863e-18,1.85357651328985e-16
"FBgn0040271",1011.57291978041,0.919083042196283,0.104517759047025,8.79355863134005,1.44895937837102e-18,2.62358244777046e-16
"FBgn0260011",89.4415723031865,2.38999354864341,0.272058627801791,8.78484747186423,1.5657684996704e-18,2.7734525511553e-16
"FBgn0037153",103.333797795248,1.84330844306922,0.212523220560299,8.67344489797163,4.19240059515181e-18,7.2680170317653e-16
"FBgn0037239",748.547813003031,-0.873150234479695,0.100843445135582,-8.65847287650435,4.78126374385142e-18,8.11619520518779e-16
"FBgn0036968",737.229673264374,-0.973082740577513,0.11417321655692,-8.52286350444015,1.55656188153742e-17,2.58834004301365e-15
"FBgn0051195",926.35813316562,0.803284680485628,0.0948059169461024,8.47293825492241,2.39279429895815e-17,3.8992975895822e-15
"FBgn0033095",1491.44173173108,0.766687731555243,0.0905673995854309,8.46538307453597,2.55312133835146e-17,4.07898679703681e-15
"FBgn0031449",921.715635433019,-0.85101013105194,0.100818998123247,-8.44096992524779,3.14715123832436e-17,4.93134390189748e-15
"FBgn0038149",995.072314123912,1.05206158668843,0.124792576665521,8.43048212321356,3.44243974127556e-17,5.29226396451193e-15
"FBgn0051642",110.741357849596,2.01663266394234,0.242857458244507,8.30377077368572,1.00858143274532e-16,1.52183731740904e-14
"FBgn0261362",5806.99345257322,1.52066064900444,0.183392863282353,8.29182020383869,1.11528428074862e-16,1.65224296718904e-14
"FBgn0030237",2011.53760041684,-0.941764399635133,0.114067022871103,-8.25623721852846,1.50336692393624e-16,2.18739887432723e-14
"FBgn0063498",344.189033312584,-1.36788239772354,0.165844764776694,-8.24796851179088,1.61109804929048e-16,2.30302226414365e-14
"FBgn0035968",295.566914385909,1.10997099914817,0.135966034251643,8.16359030589848,3.25210614470277e-16,4.56864842535141e-14
"FBgn0030041",87.0111167827374,-2.84327519075527,0.350901272612971,-8.10277822472101,5.37181101734029e-16,7.4185620625913e-14
"FBgn0261284",51.1058148423764,2.31381989837402,0.292114988526479,7.92092151808321,2.3575671922184e-15,3.20157624703259e-13
"FBgn0034638",1665.64379423436,-0.909584405724144,0.116129874406916,-7.83247558278572,4.78356118292626e-15,6.38958303581692e-13
"FBgn0038198",62.4096457821993,2.39708854905104,0.306686289594796,7.81609296006726,5.44881415322773e-15,7.16079640653218e-13
"FBgn0002527",37867.6997242006,-0.745895750470375,0.0957299344498459,-7.79166678382256,6.61309456544175e-15,8.55293563797133e-13
"FBgn0001137",494.453884397428,-1.25132324540216,0.160642164812599,-7.78950686366756,6.72712283227344e-15,8.56446825583813e-13
"FBgn0001258",1522.50639559662,0.940445196747075,0.121025744699399,7.77062102846741,7.81022463283754e-15,9.79041697051696e-13
"FBgn0032598",315.806689329205,1.08932291533248,0.140277029507988,7.76551171031498,8.13162512708745e-15,1.00388608387134e-12
"FBgn0039479",176.000919135478,1.55090952288839,0.199885053824701,7.7590069553101,8.55969565877542e-15,1.03326932629828e-12
"FBgn0036985",1935.324597194,-1.34657494976457,0.173570902802064,-7.75806847821819,8.62325898236172e-15,1.03326932629828e-12
"FBgn0034438",74.7337103597974,1.90292696497571,0.248423135036182,7.66002314840182,1.85899573297393e-14,2.19523148293791e-12
"FBgn0024984",120.917246403169,1.4854143352823,0.194237378484026,7.64741754072045,2.0505565531212e-14,2.38684782783307e-12
"FBgn0261560",1757.8088521654,-0.885056670243242,0.115851315070998,-7.63959105428234,2.17912754375509e-14,2.48579406432283e-12
"FBgn0038528",152.886957100096,1.39778338391776,0.182990335294728,7.63856398025866,2.19657796552827e-14,2.48579406432283e-12
"FBgn0036684",909.443325432539,-0.877641479340158,0.115395522682582,-7.6055072063262,2.83788689849166e-14,3.16754828067261e-12
"FBgn0031912",1319.94006923826,-1.07276590881337,0.141866973606637,-7.56177341026457,3.9761059466979e-14,4.37801503428304e-12
"FBgn0034405",2293.94736428479,0.65890931476138,0.0875065245856246,7.52983069412888,5.08061560573493e-14,5.51958079407043e-12
"FBgn0050463",42.1749062836623,2.62050147812096,0.348139740885192,7.52715410041375,5.18581553899807e-14,5.55974013312583e-12
"FBgn0034389",110.911584417841,-1.92000249606955,0.258825085141065,-7.41814687329516,1.18770352614598e-13,1.2568062767581e-11
"FBgn0032004",962.244988098734,-1.18250357922976,0.15961297194388,-7.40856814348103,1.27670307941299e-13,1.33366367834065e-11
"FBgn0002868",100.153459656417,-2.1282346705112,0.287454530889476,-7.40372630038484,1.32415203787776e-13,1.3657203550162e-11
"FBgn0035765",557.439651281115,0.99245037524657,0.134157767108311,7.39763635485467,1.38629857058092e-13,1.41194509413666e-11
"FBgn0086910",87.2317336989298,1.80909214198232,0.244887431989005,7.3874438034188,1.49678358186566e-13,1.50565341049894e-11
"FBgn0051431",2286.14308247198,-0.729995881816904,0.0994185946130785,-7.34264937719078,2.09406598079588e-13,2.08078653799083e-11
"FBgn0027515",447.016940352633,0.903201474346176,0.12311247354841,7.33639287972732,2.19427281611498e-13,2.154088542856e-11
"FBgn0030037",714.868461859722,0.729875212347112,0.0995448695794158,7.33212284501338,2.26535293838338e-13,2.19739235023188e-11
"FBgn0031322",397.262557780922,-1.40938601124275,0.194099436059607,-7.2611545909383,3.83799995063908e-13,3.67906159974202e-11
"FBgn0031150",796.695100730366,1.18401515004508,0.163138075932961,7.25774864803253,3.93586042729999e-13,3.72899892577213e-11
"FBgn0011260",211.554025791484,2.05166974454136,0.282959490330974,7.25075431165624,4.14456892878901e-13,3.88160317606585e-11
"FBgn0000567",261.52608096678,-1.22459218586232,0.17033901615746,-7.18914675854601,6.51974655370129e-13,6.03669260449524e-11
"FBgn0034885",160.807329998298,1.63504306027355,0.228436788248493,7.1575295415857,8.21438925088773e-13,7.42143251991366e-11
"FBgn0033065",30.0080992988734,3.02406510380522,0.422566402926771,7.15642578979304,8.28076739511655e-13,7.42143251991366e-11
"FBgn0000406",265.932851410494,-2.03189833868013,0.283931523998632,-7.15629708904716,8.28854147413038e-13,7.42143251991366e-11
"FBgn0003076",1500.88149224619,0.71462104696818,0.0999704986564311,7.14831931992378,8.78467760475548e-13,7.78016881777692e-11
"FBgn0037646",39.6516293270927,-2.80425312253432,0.392406238077653,-7.14630107888188,8.91474180466989e-13,7.81046411015595e-11
"FBgn0003502",1204.8581685461,0.731492544624702,0.10341724349399,7.07321641837428,1.51383110470576e-12,1.31220168522793e-10
"FBgn0063492",588.620764847109,0.798648738988627,0.113229392113876,7.05336948365333,1.74636312711025e-12,1.49782807996783e-10
"FBgn0039113",475.126209909715,0.950545017694217,0.13496516405916,7.04289158110135,1.8829074044269e-12,1.59811765950733e-10
"FBgn0023549",216.864281885904,-1.57016707762879,0.223244900729184,-7.03338384214,2.0158380376069e-12,1.6933039515898e-10
"FBgn0038805",750.45422119417,0.756204244650777,0.107737925033549,7.01892341452927,2.23584286991586e-12,1.8589436432729e-10
"FBgn0035344",77.4775972954962,-1.64477277477736,0.235613609905048,-6.98080546128129,2.9349248488949e-12,2.41553208775713e-10
"FBgn0053307",1014.69453399422,-1.45018045670632,0.20967420941433,-6.91635113711419,4.63424899774697e-12,3.77598608336423e-10
"FBgn0031327",757.76988026391,1.2270449122684,0.17822042261231,6.88498486471239,5.77936792870681e-12,4.6624049389211e-10
"FBgn0033426",353.393597466557,-0.982004867296303,0.143565430166775,-6.84012067637413,7.91264968945174e-12,6.32081075192674e-10
"FBgn0051363",7173.62452039197,0.92100143530702,0.135022231576935,6.82110956507364,9.03400055943371e-12,7.13756703424291e-10
"FBgn0039640",72.1145138865699,-1.79664518360539,0.263441515839967,-6.8199014793735,9.11029665637289e-12,7.13756703424291e-10
"FBgn0000116",659.398095441695,1.29246684135327,0.190880693580722,6.77107158983941,1.27831995770787e-11,9.9197628718131e-10
"FBgn0038865",283.048181325577,-1.03469560175135,0.152871482929581,-6.76840167912788,1.30212829833243e-11,1.00091899762384e-09
"FBgn0035761",585.081681099928,0.741799637507031,0.109792166878598,6.75639855370805,1.41463947606478e-11,1.07724135055849e-09
"FBgn0052412",1089.50774371986,-0.661938650743245,0.0980658465986003,-6.74994071537127,1.47905577950227e-11,1.11586541586894e-09
"FBgn0033775",46.9603968793181,1.93760346575863,0.287733007928975,6.73403263568883,1.65024137770688e-11,1.23359327940878e-09
"FBgn0031703",90.9557416387901,-1.8444241155457,0.275569347556328,-6.69313961041582,2.1843255938081e-11,1.61798953984986e-09
"FBgn0033367",15351.8724129571,1.45557534005592,0.21761524474421,6.68875630366263,2.25075174575465e-11,1.65217344364044e-09
"FBgn0035727",65.3520854671109,1.59126237344296,0.239253032973813,6.65096008884087,2.91187243363042e-11,2.11838719546613e-09
"FBgn0015568",210.681232584016,1.06917240185709,0.160925853923055,6.64388210963483,3.05526980950161e-11,2.20303879715214e-09
"FBgn0033724",153.077281950017,1.42712889381956,0.215158225934416,6.63292740782577,3.29093683370172e-11,2.35215380008786e-09
"FBgn0052625",156.091609256183,1.60604768218388,0.242814732911502,6.61429256341393,3.73332755031937e-11,2.64514372869584e-09
"FBgn0035147",19343.6231390781,-1.10202204272584,0.16797907590193,-6.56047211123621,5.36376860414628e-11,3.76758505056758e-09
"FBgn0029801",1494.27205357149,-0.808174810104363,0.123258383719886,-6.55675326670683,5.49918868930052e-11,3.82969140516416e-09
"FBgn0027949",1450.31673388392,0.648148253922624,0.0990775757082055,6.54182593073828,6.07722149554753e-11,4.19637294455265e-09
"FBgn0031374",1996.87495479259,-0.813724006526913,0.124460769410177,-6.53799595152088,6.23486119063435e-11,4.25811354814886e-09
"FBgn0020248",35.6930383521108,2.12546257667776,0.325137079083921,6.53712760988777,6.27115397370966e-11,4.25811354814886e-09
"FBgn0015371",377.082619553716,-0.992315498214694,0.152000913903422,-6.52835218375851,6.64971922146942e-11,4.47784398483742e-09
"FBgn0040388",1479.54596129426,-1.03159833598378,0.158095745178183,-6.52514926838233,6.79338453477253e-11,4.53708993355136e-09
"FBgn0038476",1369.43353703454,0.678048354754681,0.103975739310977,6.52121696126377,6.9739220819412e-11,4.61979814013471e-09
"FBgn0004893",479.962366438164,-0.816598020364099,0.126067234538979,-6.47748023782989,9.32669837507393e-11,6.12854341613729e-09
"FBgn0053516",707.156137797007,-0.777612626948032,0.120574738354592,-6.44921678918507,1.12429644296663e-10,7.3286139338337e-09
"FBgn0010591",1637.60520357296,-0.656953306382839,0.10205731018349,-6.43710191069795,1.21776176175056e-10,7.87485939265364e-09
"FBgn0037635",167.719726070625,-1.07938447830463,0.16829294439046,-6.41372389207435,1.42007304356287e-10,9.1108308338191e-09
"FBgn0038351",97.4440405200158,-1.62986162409907,0.254774440059703,-6.39727291213802,1.58176468727519e-10,1.00689208374361e-08
"FBgn0261238",914.078683171737,0.781890946302818,0.122276128438991,6.39446927445806,1.61105939487897e-10,1.01759007360262e-08
"FBgn0259715",806.041211224221,-1.78397314940544,0.280106291811693,-6.36891494963186,1.90370129861438e-10,1.19318139854692e-08
"FBgn0030598",38.0125757378902,2.09039377977546,0.328720102231847,6.35919058671108,2.02819632563791e-10,1.26150714971738e-08
"FBgn0032029",340.299040710822,-0.933532813948067,0.146839536852705,-6.35750312182269,2.05059505500299e-10,1.26577640213366e-08
"FBgn0039464",821.888093676162,1.12754895779777,0.177407501990993,6.35570054898251,2.07478861460143e-10,1.2710810249453e-08
"FBgn0029002",1590.87198499808,1.43893042416599,0.226978983911394,6.3394874687064,2.30530763486747e-10,1.40176467230598e-08
"FBgn0036299",656.160686480091,0.941747026821507,0.149860699177547,6.28414942670043,3.29653520224921e-10,1.98964213540197e-08
"FBgn0020257",1081.45437735371,-0.67761089394398,0.108430538438811,-6.24926246517133,4.12395403209284e-10,2.47073363628621e-08
"FBgn0004369",834.353103008409,-0.785277526932972,0.125813366183297,-6.2416065220678,4.33099332762191e-10,2.57583457178565e-08
"FBgn0030805",341.462316291454,1.07766151054272,0.173115153977594,6.22511366441209,4.81207014934496e-10,2.84121359252629e-08
"FBgn0015541",1769.21917180514,0.533513291829957,0.0860105875076193,6.20287928835151,5.54393633325807e-10,3.24978368657458e-08
"FBgn0027091",1187.00800116406,-0.657087183668153,0.105962946959786,-6.20110333395623,5.60686830660728e-10,3.26319735444544e-08
"FBgn0039593",42.5704384414571,1.94102900020626,0.314169245773006,6.1782909254227,6.47992267690181e-10,3.74456808307773e-08
"FBgn0028433",92.8092442461632,-1.34527396777481,0.219100951267141,-6.13997319497973,8.2535406893622e-10,4.73590489696642e-08
"FBgn0031689",274.587169711432,0.96016654634731,0.156932742271095,6.11833153777853,9.45601750582879e-10,5.38794619842608e-08
"FBgn0037872",397.526515232703,-0.832034564520053,0.13629980366208,-6.10444433641933,1.03158933705106e-09,5.83707633214726e-08
"FBgn0034391",65.2519900846296,1.5628120775784,0.257872728268592,6.06040075688277,1.35782809460116e-09,7.63005745848985e-08
"FBgn0050069",1555.70738304818,-0.867846742025354,0.143488138464894,-6.04821242584929,1.46461764066819e-09,8.17377023024958e-08
"FBgn0001124",1267.5655791506,0.682468863953386,0.11374216891161,6.00013935450572,1.97148259453107e-09,1.09129093021123e-07
"FBgn0039098",308.709191836774,-1.01686375889239,0.169498266474977,-5.99925757377883,1.9822172026419e-09,1.09129093021123e-07
"FBgn0039809",583.72911482283,-0.87509691797437,0.145998462372691,-5.99387763235826,2.04895574420363e-09,1.12046251032021e-07
"FBgn0052135",241.103249666052,1.31195576541797,0.218942428421838,5.9922408592738,2.06969079393394e-09,1.12425603926492e-07
"FBgn0032638",132.01083435586,-1.43272951929676,0.239226775691782,-5.98900150350511,2.11133212218771e-09,1.13928040606526e-07
"FBgn0035403",497.029122877071,-0.95145290816247,0.160178143488081,-5.93996713561153,2.85079220848252e-09,1.52817466544181e-07
"FBgn0038341",428.451491686984,0.893557336065598,0.150493931650779,5.93749745430997,2.89405537746796e-09,1.54122635396137e-07
"FBgn0051038",714.145056881181,-0.943615995503019,0.159089732918355,-5.93134439409287,3.00464233563777e-09,1.58972894485562e-07
"FBgn0035150",2609.79830237977,0.567409735633463,0.095714729243163,5.92813394678221,3.06396527797391e-09,1.61065736031815e-07
"FBgn0039886",900.441892237545,-0.630119128441958,0.106337724469494,-5.92564051549482,3.11082446053993e-09,1.62480754515893e-07
"FBgn0028327",3777.92187468687,0.609371494795502,0.102879841910837,5.92313793914678,3.15855685346798e-09,1.63923065236033e-07
"FBgn0035266",384.047470465359,1.07759066763572,0.182335677814466,5.90992767050348,3.42257978796304e-09,1.7650113995141e-07
"FBgn0003447",36.3748594231984,1.98414197476203,0.335945726516667,5.90613845675334,3.50219665527479e-09,1.79471058787289e-07
"FBgn0038381",158.373061160691,-1.11881598265122,0.189658405899247,-5.89911096925267,3.65465388756668e-09,1.86113249224333e-07
"FBgn0031548",53.6859896206599,-1.92777854293855,0.327017325108904,-5.89503489546481,3.74602208779524e-09,1.89581291747551e-07
"FBgn0030529",8892.55257260382,-0.561577275935509,0.0952870525689178,-5.89353181566131,3.78027274415587e-09,1.90133718020877e-07
"FBgn0037680",417.421338421243,0.772814912089703,0.132268944175158,5.84275407132832,5.13447904544103e-09,2.56179826647367e-07
"FBgn0037683",1436.06839333914,-0.847888814098836,0.145135544444258,-5.84204797898065,5.15629498897499e-09,2.56179826647367e-07
"FBgn0030452",946.478191280319,-0.701428859247295,0.120622499233881,-5.81507483017128,6.06067681416e-09,2.9928724049561e-07
"FBgn0031117",327.034451465008,1.02488553568065,0.176415199078986,5.80950814346664,6.26566465786085e-09,3.0754599778464e-07
"FBgn0038293",3305.8196763882,0.614327712553543,0.105827861227103,5.80497144542323,6.43769742689863e-09,3.14097955894431e-07
"FBgn0040398",4200.57449622975,-0.793816123018913,0.136938924783228,-5.79686253762769,6.75670286548295e-09,3.27700088975923e-07
"FBgn0005640",1580.36096094293,0.669200750138008,0.115737419030631,5.78206042387121,7.37911919026171e-09,3.5576960451037e-07
"FBgn0031547",265.414502517228,-1.38499325354786,0.240327125648214,-5.76295018638548,8.26561969540411e-09,3.96166289871486e-07
"FBgn0028514",599.467658683154,-1.04820486691056,0.181920008979004,-5.76189981956047,8.3172363543226e-09,3.96309016462108e-07
"FBgn0037223",25.0065346261628,-2.62350231403195,0.455625603540614,-5.75802214284054,8.51051938251078e-09,4.03161115864522e-07
"FBgn0020240",2428.32105674963,0.640927837221326,0.111345568526015,5.75620427203243,8.60262800864024e-09,4.05168861354917e-07
"FBgn0036007",1264.85786342982,0.794313732912764,0.138191801936213,5.74790777588534,9.03544956303375e-09,4.23108293331029e-07
"FBgn0003074",2166.40882825942,0.643545005615384,0.112146402310898,5.73843647548598,9.55545913107725e-09,4.44902177142957e-07
"FBgn0030349",1854.98348726569,-0.584498736518391,0.102158276270652,-5.72150155480165,1.05586691762773e-08,4.88818388910837e-07
"FBgn0010223",65.45504085264,-1.43512942400631,0.251916177375635,-5.69685297290921,1.22039082660875e-08,5.61793472045657e-07
"FBgn0032036",7567.39438454067,-0.558079950149633,0.0982664145539643,-5.67925422620519,1.35283282258943e-08,6.19263024632511e-07
"FBgn0034718",497.009826735666,1.3914471906826,0.245746739088321,5.66211863418672,1.49515394841701e-08,6.80587395067141e-07
"FBgn0033782",162.475317320607,-1.36974276633899,0.242824684796031,-5.64087118033144,1.69191912582715e-08,7.65875390957756e-07
"FBgn0052681",160.758548672512,-0.996606477310954,0.176898478933822,-5.63377640846637,1.76305575049499e-08,7.93667306907912e-07
"FBgn0032635",611.702595801272,0.603103484585107,0.107835099254375,5.59283098689815,2.23396732097813e-08,1.0001299852379e-06
"FBgn0036821",417.148801153099,-1.74056854785409,0.312191171658986,-5.57532917604522,2.4706224061679e-08,1.10003450084459e-06
"FBgn0027597",419.842596756408,0.650895708805987,0.116839044586988,5.57087496826789,2.534631816199e-08,1.12240108904291e-06
"FBgn0004507",1832.95826158166,0.915115046716373,0.164728242291636,5.55530147099031,2.77133034898852e-08,1.22058376667884e-06
"FBgn0036896",644.669801322896,-0.85832614914694,0.155948074597143,-5.50392270865951,3.71432439144155e-08,1.62711371728311e-06
"FBgn0031516",872.546627776468,0.72774784866014,0.132282500273753,5.50146729275675,3.76643490731903e-08,1.64111826870778e-06
"FBgn0004396",2427.91950927483,1.08036787467206,0.196620144033885,5.49469577484326,3.91384526279252e-08,1.69627719155497e-06
"FBgn0035811",1037.2738364437,0.883736065702925,0.160905499649443,5.49226762061133,3.9680548279132e-08,1.71067252581147e-06
"FBgn0026585",2024.76723095559,0.536205100043842,0.0976471430537713,5.49125231189375,3.99093726328226e-08,1.71148193795915e-06
"FBgn0037739",358.038225973797,0.766339095424538,0.139688929182795,5.48604030332082,4.11043154473993e-08,1.75349718463565e-06
"FBgn0003317",1353.06173093307,0.540977816435872,0.0987483864062191,5.47834588618454,4.29320282146604e-08,1.82192794735965e-06
"FBgn0013576",2536.91477122172,-0.482796901475805,0.0881651086379061,-5.47605406418372,4.3491486060089e-08,1.83610688299277e-06
"FBgn0034400",5946.47095789799,-0.539824155283024,0.0990094875557355,-5.45224673523475,4.97373798935641e-08,2.08896995552969e-06
"FBgn0028563",1055.78595128461,-0.606619585823853,0.111563336656309,-5.43744570577569,5.40498128017603e-08,2.25173236758616e-06
"FBgn0259224",252.430692011292,1.13542379776661,0.208830278547554,5.43706499681775,5.41653834127254e-08,2.25173236758616e-06
"FBgn0011274",777.82044928823,-0.754155703917514,0.138909935245392,-5.42909837647866,5.66394586082624e-08,2.34263100883311e-06
"FBgn0025678",10285.3878454009,0.549776631661287,0.101370919003918,5.42341568038894,5.8470803466999e-08,2.40511553327022e-06
"FBgn0261015",435.05704823259,-1.14104911199958,0.210424986062415,-5.42259326400111,5.87405487384357e-08,2.40511553327022e-06
"FBgn0038436",623.825115099298,0.677593956561486,0.125470975132672,5.40040400455167,6.64909840334096e-08,2.70884268952111e-06
"FBgn0010470",4785.41835797123,0.504604206436011,0.0936500105049316,5.38819166933717,7.11701306898243e-08,2.8850458948293e-06
"FBgn0044047",274.223908336799,-0.893257654867379,0.166077142808478,-5.37857070372106,7.50794968533651e-08,3.02845416020405e-06
"FBgn0035232",1726.90630813502,-0.53324070167508,0.0991857404193832,-5.37618310273633,7.60814224511532e-08,3.05375088734973e-06
"FBgn0027348",173.125074556605,-1.18165179022663,0.219910146409994,-5.37333910925419,7.72917721810353e-08,3.08712431240723e-06
"FBgn0043364",1196.44247331446,-1.20761056300673,0.225565068321757,-5.35371266478253,8.61676542187322e-08,3.42484900767917e-06
"FBgn0052521",2736.95334120676,-0.927432073832162,0.173428979750316,-5.34761880723382,8.91189117209328e-08,3.52495578981631e-06
"FBgn0026376",1402.37910965917,-1.00459958609238,0.189087511560855,-5.31288173290633,1.0790507308867e-07,4.24739389143229e-06
"FBgn0027580",1311.64718416847,-0.843111154437182,0.158752913452229,-5.31083893897096,1.0912173658142e-07,4.27463418108371e-06
"FBgn0038877",984.415102276187,-0.697547523687598,0.13190391966067,-5.28830019215561,1.23458248244366e-07,4.81309955356505e-06
"FBgn0033635",2494.87875635063,1.20618577483184,0.228136313633456,5.28712748804121,1.24252046618963e-07,4.82097940881576e-06
"FBgn0031805",3113.48371996561,-0.854314766619631,0.161681942543896,-5.28392195923604,1.26447134332934e-07,4.86324421239649e-06
"FBgn0031258",107.726725600271,-1.32011841698486,0.249842868725102,-5.28379466550779,1.26535072782039e-07,4.86324421239649e-06
"FBgn0040290",712.355040464829,-0.557600755555052,0.105785092573418,-5.27107120663584,1.35629834059114e-07,5.18831872259934e-06
"FBgn0034067",141.948040254628,1.02459646558774,0.194857083021903,5.25819461986182,1.45476516570665e-07,5.53898437858776e-06
"FBgn0010225",12837.654830555,-0.487521652658895,0.0928326571762906,-5.25161799185694,1.50768902543614e-07,5.71379078104823e-06
"FBgn0031359",554.74681123626,-0.853667882849516,0.162737945765117,-5.24565969439994,1.55724106860938e-07,5.87425936436537e-06
"FBgn0039637",3040.82854177342,-0.506866939260703,0.0967655621499658,-5.23809223032434,1.62244982022548e-07,6.09203738949179e-06
"FBgn0261278",1000.63336939762,0.503172677606682,0.0962280290347365,5.22896169290806,1.70464677795499e-07,6.37131281962258e-06
